#node time(s) x y
1 22.592 40.451 381.203
2 22.593 431.073 344.649
0 22.608 103.778 111.712
1 22.609 39.683 381.844
2 22.610 430.235 344.104
0 22.626 103.165 110.922
1 22.629 38.916 382.486
2 22.631 429.396 343.558
0 22.645 102.551 110.133
1 22.649 38.149 383.127
2 22.652 428.558 343.012
0 22.664 101.938 109.343
1 22.665 37.382 383.768
2 22.666 427.720 342.467
0 22.679 101.324 108.553
1 22.681 36.614 384.410
2 22.683 426.882 341.921
0 22.696 100.711 107.764
1 22.698 35.847 385.051
2 22.699 426.044 341.375
0 22.712 100.097 106.974
1 22.715 35.080 385.692
2 22.718 425.206 340.830
0 22.728 99.484 106.184
1 22.730 34.313 386.334
2 22.731 424.368 340.284
0 22.741 98.870 105.394
1 22.742 33.545 386.975
2 22.744 423.530 339.738
0 22.754 98.257 104.605
1 22.755 32.778 387.616
2 22.757 422.692 339.193
0 22.769 97.643 103.815
1 22.770 32.011 388.258
2 22.772 421.854 338.647
0 22.784 97.030 103.025
1 22.785 31.243 388.899
2 22.786 421.016 338.101
0 22.803 96.416 102.235
1 22.806 30.476 389.540
2 22.808 420.178 337.556
0 22.824 95.803 101.446
1 22.827 29.709 390.182
2 22.829 419.340 337.010
0 22.846 95.190 100.656
1 22.848 28.942 390.823
2 22.848 418.502 336.464
0 22.865 94.576 99.866
1 22.866 28.174 391.464
2 22.867 417.664 335.919
0 22.884 93.963 99.077
1 22.886 27.407 392.106
2 22.887 416.826 335.373
0 22.901 93.349 98.287
1 22.902 26.640 392.747
2 22.905 415.988 334.827
0 22.921 92.736 97.497
1 22.925 25.873 393.388
2 22.927 415.150 334.282
0 22.942 92.122 96.707
1 22.943 25.105 394.030
2 22.945 414.312 333.736
0 22.960 91.509 95.918
1 22.961 24.338 394.671
2 22.962 413.474 333.190
0 22.976 90.895 95.128
1 22.978 23.571 395.312
2 22.979 412.636 332.645
0 22.996 90.282 94.338
1 22.997 22.804 395.954
2 22.998 411.798 332.099
0 23.013 89.668 93.548
1 23.014 22.036 396.595
2 23.015 410.960 331.553
0 23.030 89.055 92.759
1 23.030 21.269 397.236
2 23.032 410.122 331.008
0 23.046 88.442 91.969
1 23.047 20.502 397.878
2 23.048 409.284 330.462
0 23.062 87.828 91.179
1 23.065 19.735 398.519
2 23.068 408.446 329.916
0 23.079 87.215 90.390
1 23.081 18.967 399.160
2 23.082 407.608 329.371
0 23.092 86.601 89.600
1 23.094 18.200 399.802
2 23.095 406.770 328.825
0 23.112 85.988 88.810
1 23.115 17.433 400.443
2 23.118 405.932 328.279
0 23.128 85.374 88.020
1 23.129 16.666 401.085
2 23.130 405.094 327.734
0 23.140 84.761 87.231
1 23.141 15.898 401.726
2 23.142 404.256 327.188
0 23.152 84.147 86.441
1 23.153 15.131 402.367
2 23.155 403.418 326.642
0 23.164 83.534 85.651
1 23.166 14.364 403.009
2 23.167 402.580 326.097
0 23.177 82.920 84.861
1 23.178 13.597 403.650
2 23.179 401.742 325.551
0 23.190 82.307 84.072
1 23.191 12.829 404.291
2 23.192 400.904 325.005
0 23.202 81.693 83.282
1 23.203 12.062 404.933
2 23.204 400.066 324.460
0 23.215 81.080 82.492
1 23.216 11.295 405.574
2 23.217 399.228 323.914
0 23.228 80.467 81.703
1 23.229 10.528 406.215
2 23.230 398.390 323.368
0 23.240 79.853 80.913
1 23.241 9.760 406.857
2 23.242 397.552 322.823
0 23.251 79.240 80.123
1 23.462 9.760 406.857
2 23.463 396.714 322.277
0 23.472 78.626 79.333
1 23.473 10.018 405.890
2 23.475 395.876 321.731
0 23.484 78.013 78.544
1 23.485 10.275 404.924
2 23.486 395.038 321.186
0 23.497 77.399 77.754
1 23.498 10.532 403.958
2 23.499 394.200 320.640
0 23.509 76.786 76.964
1 23.510 10.789 402.991
2 23.511 393.362 320.094
0 23.523 76.172 76.175
1 23.525 11.046 402.025
2 23.527 392.524 319.549
0 23.540 75.559 75.385
1 23.542 11.304 401.058
2 23.544 391.686 319.003
0 23.554 74.945 74.595
1 23.555 11.561 400.092
2 23.556 390.848 318.457
0 23.566 74.332 73.805
1 23.568 11.818 399.126
2 23.570 390.010 317.912
0 23.581 73.719 73.016
1 23.583 12.075 398.159
2 23.585 389.172 317.366
0 23.596 73.105 72.226
1 23.596 12.332 397.193
2 23.597 388.334 316.820
0 23.607 72.492 71.436
1 23.608 12.590 396.227
2 23.610 387.496 316.275
0 23.620 71.878 70.646
1 23.621 12.847 395.260
2 23.623 386.658 315.729
0 23.634 71.265 69.857
1 23.635 13.104 394.294
2 23.636 385.820 315.183
0 23.647 70.651 69.067
1 23.648 13.361 393.328
2 23.650 384.982 314.638
0 23.660 70.038 68.277
1 23.662 13.618 392.361
2 23.663 384.144 314.092
0 23.674 69.424 67.488
1 23.676 13.875 391.395
2 23.677 383.306 313.546
0 23.687 68.811 66.698
1 23.689 14.133 390.429
2 23.690 382.468 313.001
0 23.700 68.197 65.908
1 23.702 14.390 389.462
2 23.703 381.630 312.455
0 23.714 67.584 65.118
1 23.715 14.647 388.496
2 23.716 380.792 311.909
0 23.726 66.970 64.329
1 23.728 14.904 387.529
2 23.729 379.954 311.364
0 23.740 66.357 63.539
1 23.742 15.161 386.563
2 23.743 379.116 310.818
0 23.754 65.744 62.749
1 23.755 15.419 385.597
2 23.757 378.278 310.273
0 23.767 65.130 61.959
1 23.769 15.676 384.630
2 23.770 377.440 309.727
0 23.780 64.517 61.170
1 23.782 15.933 383.664
2 23.783 376.602 309.181
0 23.794 63.903 60.380
1 23.795 16.190 382.698
2 23.797 375.764 308.636
0 23.807 63.290 59.590
1 23.808 16.447 381.731
2 23.810 374.926 308.090
0 23.819 62.676 58.801
1 23.821 16.705 380.765
2 23.822 374.088 307.544
0 23.832 62.063 58.011
1 23.834 16.962 379.799
2 23.835 373.250 306.999
0 23.846 61.449 57.221
1 23.847 17.219 378.832
2 23.849 372.412 306.453
0 23.859 60.836 56.431
1 23.861 17.476 377.866
2 23.862 371.574 305.907
0 23.873 60.222 55.642
1 23.874 17.733 376.899
2 23.875 370.736 305.362
0 23.886 59.609 54.852
1 23.887 17.991 375.933
2 23.889 369.898 304.816
0 23.899 58.995 54.062
1 23.901 18.248 374.967
2 23.902 369.060 304.270
0 23.913 58.382 53.272
1 23.914 18.505 374.000
2 23.916 368.222 303.725
0 23.925 57.769 52.483
1 23.927 18.762 373.034
2 23.928 367.384 303.179
0 23.937 57.155 51.693
1 23.938 19.019 372.068
2 23.939 366.546 302.633
0 23.949 56.542 50.903
1 23.950 19.277 371.101
2 23.951 365.708 302.088
0 23.961 55.928 50.114
1 23.963 19.534 370.135
2 23.964 364.870 301.542
0 23.974 55.315 49.324
1 23.975 19.791 369.169
2 23.976 364.032 300.996
0 23.986 54.701 48.534
1 23.987 20.048 368.202
2 23.988 363.194 300.451
0 23.998 54.088 47.744
1 23.999 20.305 367.236
2 24.000 362.356 299.905
0 24.010 53.474 46.955
1 24.011 20.562 366.270
2 24.012 361.518 299.359
0 24.021 52.861 46.165
1 24.023 20.820 365.303
2 24.024 360.680 298.814
0 24.034 52.247 45.375
1 24.035 21.077 364.337
2 24.036 359.842 298.268
0 24.046 51.634 44.585
1 24.047 21.334 363.370
2 24.048 359.004 297.722
0 24.058 51.021 43.796
1 24.059 21.591 362.404
2 24.060 358.166 297.177
0 24.070 50.407 43.006
1 24.072 21.848 361.438
2 24.073 357.328 296.631
0 24.083 49.794 42.216
1 24.084 22.106 360.471
2 24.085 356.490 296.085
0 24.095 49.180 41.427
1 24.096 22.363 359.505
2 24.097 355.652 295.540
0 24.107 48.567 40.637
1 24.108 22.620 358.539
2 24.109 354.814 294.994
0 24.119 47.953 39.847
1 24.120 22.877 357.572
2 24.120 353.976 294.448
0 24.130 47.340 39.057
1 24.131 23.134 356.606
2 24.132 353.138 293.903
0 24.142 46.726 38.268
1 24.143 23.392 355.640
2 24.144 352.300 293.357
0 24.154 46.113 37.478
1 24.155 23.649 354.673
2 24.156 351.462 292.811
0 24.166 45.499 36.688
1 24.167 23.906 353.707
2 24.168 350.624 292.266
0 24.178 44.886 35.898
1 24.179 24.163 352.740
2 24.180 349.786 291.720
0 24.190 44.272 35.109
1 24.191 24.420 351.774
2 24.192 348.948 291.174
0 24.202 43.659 34.319
1 24.203 24.678 350.808
2 24.204 348.110 290.629
0 24.214 43.046 33.529
1 24.216 24.935 349.841
2 24.217 347.272 290.083
0 24.227 42.432 32.740
1 24.228 25.192 348.875
2 24.230 346.434 289.537
0 24.240 41.819 31.950
1 24.242 25.449 347.909
2 24.243 345.596 288.992
0 24.254 41.205 31.160
1 24.255 25.706 346.942
2 24.256 344.758 288.446
0 24.267 40.592 30.370
1 24.268 25.963 345.976
2 24.270 343.920 287.900
0 24.281 39.978 29.581
1 24.282 26.221 345.010
2 24.283 343.082 287.355
0 24.294 39.365 28.791
1 24.295 26.478 344.043
2 24.297 342.244 286.809
0 24.306 38.751 28.001
1 24.308 26.735 343.077
2 24.309 341.406 286.263
0 24.319 38.138 27.211
1 24.321 26.992 342.110
2 24.322 340.568 285.718
0 24.332 37.524 26.422
1 24.333 27.249 341.144
2 24.335 339.730 285.172
0 24.345 36.911 25.632
1 24.346 27.507 340.178
2 24.348 338.892 284.626
0 24.359 36.297 24.842
1 24.361 27.764 339.211
2 24.362 338.054 284.081
0 24.372 35.684 24.053
1 24.373 28.021 338.245
2 24.375 337.216 283.535
0 24.385 35.071 23.263
1 24.387 28.278 337.279
2 24.388 336.378 282.989
0 24.399 34.457 22.473
1 24.401 28.535 336.312
2 24.402 335.540 282.444
0 24.412 33.844 21.683
1 24.414 28.793 335.346
2 24.415 334.702 281.898
0 24.425 33.230 20.894
1 24.426 29.050 334.380
2 24.428 333.864 281.352
0 24.437 32.617 20.104
1 24.439 29.307 333.413
2 24.441 333.026 280.807
0 24.450 32.003 19.314
1 24.451 29.564 332.447
2 24.452 332.188 280.261
0 24.463 31.390 18.524
1 24.464 29.821 331.481
2 24.466 331.350 279.715
0 24.476 30.776 17.735
1 24.478 30.079 330.514
2 24.479 330.512 279.170
0 24.490 30.163 16.945
1 24.492 30.336 329.548
2 24.493 329.674 278.624
0 24.504 29.549 16.155
1 24.505 30.593 328.581
2 24.507 328.836 278.078
0 24.518 28.936 15.366
1 24.519 30.850 327.615
2 24.520 327.998 277.533
0 24.530 28.323 14.576
1 24.532 31.107 326.649
2 24.533 327.160 276.987
0 24.543 27.709 13.786
1 24.545 31.364 325.682
2 24.546 326.322 276.442
0 24.556 27.096 12.996
1 24.558 31.622 324.716
2 24.559 325.484 275.896
0 24.569 26.482 12.207
1 24.571 31.879 323.750
2 24.572 324.646 275.350
0 24.583 25.869 11.417
1 24.585 32.136 322.783
2 24.586 323.808 274.805
0 24.597 25.255 10.627
1 24.598 32.393 321.817
2 24.600 322.970 274.259
0 24.610 24.642 9.837
1 24.612 32.650 320.851
2 24.613 322.132 273.713
0 24.624 24.028 9.048
1 24.625 32.908 319.884
2 24.627 321.294 273.168
0 24.638 23.415 8.258
1 24.639 33.165 318.918
2 24.641 320.456 272.622
0 24.650 22.801 7.468
1 24.652 33.422 317.951
2 24.653 319.618 272.076
0 24.663 22.188 6.679
1 24.665 33.679 316.985
2 24.666 318.780 271.531
0 24.676 21.574 5.889
1 24.677 33.936 316.019
2 24.678 317.942 270.985
0 24.688 20.961 5.099
1 24.690 34.194 315.052
2 24.691 317.104 270.439
0 24.702 20.348 4.309
1 24.703 34.451 314.086
2 24.704 316.266 269.894
0 24.714 19.734 3.520
1 24.715 34.708 313.120
2 24.716 315.428 269.348
0 24.958 19.734 3.520
1 24.959 34.965 312.153
2 24.959 314.590 268.802
0 24.968 19.677 4.518
1 24.969 35.222 311.187
2 24.970 313.752 268.257
0 24.980 19.620 5.516
1 24.981 35.480 310.221
2 24.982 312.914 267.711
0 24.992 19.563 6.515
1 24.994 35.737 309.254
2 24.995 312.076 267.165
0 25.005 19.506 7.513
1 25.006 35.994 308.288
2 25.007 311.238 266.620
0 25.017 19.449 8.512
1 25.019 36.251 307.322
2 25.020 310.400 266.074
0 25.031 19.391 9.510
1 25.032 36.508 306.355
2 25.033 309.562 265.528
0 25.044 19.334 10.508
1 25.046 36.766 305.389
2 25.047 308.724 264.983
0 25.058 19.277 11.507
1 25.059 37.023 304.422
2 25.060 307.886 264.437
0 25.070 19.220 12.505
1 25.072 37.280 303.456
2 25.073 307.048 263.891
0 25.083 19.163 13.503
1 25.085 37.537 302.490
2 25.086 306.210 263.346
0 25.096 19.106 14.502
1 25.097 37.794 301.523
2 25.098 305.372 262.800
0 25.109 19.049 15.500
1 25.110 38.051 300.557
2 25.112 304.534 262.254
0 25.122 18.992 16.498
1 25.123 38.309 299.591
2 25.125 303.696 261.709
0 25.136 18.934 17.497
1 25.137 38.566 298.624
2 25.138 302.858 261.163
0 25.149 18.877 18.495
1 25.150 38.823 297.658
2 25.152 302.020 260.617
0 25.162 18.820 19.494
1 25.163 39.080 296.692
2 25.282 302.020 260.617
0 25.291 18.763 20.492
1 25.293 39.337 295.725
2 25.294 302.749 259.933
0 25.305 18.706 21.490
1 25.306 39.595 294.759
2 25.308 303.478 259.249
0 25.317 18.649 22.489
1 25.319 39.852 293.792
2 25.320 304.208 258.565
0 25.330 18.592 23.487
1 25.331 40.109 292.826
2 25.333 304.937 257.881
0 25.342 18.535 24.485
1 25.344 40.366 291.860
2 25.345 305.666 257.197
0 25.356 18.478 25.484
1 25.357 40.623 290.893
2 25.358 306.396 256.513
0 25.369 18.420 26.482
1 25.370 40.881 289.927
2 25.371 307.125 255.829
0 25.382 18.363 27.481
1 25.383 41.138 288.961
2 25.385 307.855 255.144
0 25.399 18.306 28.479
1 25.401 41.395 287.994
2 25.402 308.584 254.460
0 25.416 18.249 29.477
1 25.418 41.652 287.028
2 25.419 309.313 253.776
0 25.432 18.192 30.476
1 25.435 41.909 286.062
2 25.438 310.043 253.092
0 25.450 18.135 31.474
1 25.453 42.167 285.095
2 25.454 310.772 252.408
0 25.464 18.078 32.472
1 25.466 42.424 284.129
2 25.467 311.502 251.724
0 25.477 18.021 33.471
1 25.479 42.681 283.162
2 25.480 312.231 251.040
0 25.489 17.964 34.469
1 25.491 42.938 282.196
2 25.492 312.960 250.356
0 25.503 17.906 35.467
1 25.505 43.195 281.230
2 25.506 313.690 249.672
0 25.516 17.849 36.466
1 25.517 43.452 280.263
2 25.519 314.419 248.987
0 25.529 17.792 37.464
1 25.530 43.710 279.297
2 25.531 315.148 248.303
0 25.540 17.735 38.463
1 25.542 43.967 278.331
2 25.542 315.878 247.619
0 25.552 17.678 39.461
1 25.553 44.224 277.364
2 25.554 316.607 246.935
0 25.563 17.621 40.459
1 25.564 44.481 276.398
2 25.565 317.337 246.251
0 25.575 17.564 41.458
1 25.576 44.738 275.432
2 25.577 318.066 245.567
0 25.587 17.507 42.456
1 25.588 44.996 274.465
2 25.589 318.795 244.883
0 25.599 17.450 43.454
1 25.600 45.253 273.499
2 25.601 319.525 244.199
0 25.612 17.392 44.453
1 25.613 45.510 272.533
2 25.614 320.254 243.515
0 25.624 17.335 45.451
1 25.625 45.767 271.566
2 25.626 320.983 242.830
0 25.635 17.278 46.449
1 25.636 46.024 270.600
2 25.637 321.713 242.146
0 25.647 17.221 47.448
1 25.648 46.282 269.633
2 25.649 322.442 241.462
0 25.658 17.164 48.446
1 25.660 46.539 268.667
2 25.661 323.172 240.778
0 25.670 17.107 49.445
1 25.671 46.796 267.701
2 25.672 323.901 240.094
0 25.683 17.050 50.443
1 25.684 47.053 266.734
2 25.686 324.630 239.410
0 25.696 16.993 51.441
1 25.697 47.310 265.768
2 25.699 325.360 238.726
0 25.709 16.936 52.440
1 25.711 47.568 264.802
2 25.712 326.089 238.042
0 25.723 16.878 53.438
1 25.724 47.825 263.835
2 25.725 326.818 237.358
0 25.736 16.821 54.436
1 25.737 48.082 262.869
2 25.739 327.548 236.673
0 25.748 16.764 55.435
1 25.750 48.339 261.903
2 25.751 328.277 235.989
0 25.761 16.707 56.433
1 25.763 48.596 260.936
2 25.765 329.007 235.305
0 25.774 16.650 57.432
1 25.775 48.853 259.970
2 25.776 329.736 234.621
0 25.786 16.593 58.430
1 25.788 49.111 259.003
2 25.789 330.465 233.937
0 25.800 16.536 59.428
1 25.801 49.368 258.037
2 25.803 331.195 233.253
0 25.813 16.479 60.427
1 25.815 49.625 257.071
2 25.816 331.924 232.569
0 25.827 16.422 61.425
1 25.828 49.882 256.104
2 25.829 332.653 231.885
0 25.840 16.364 62.423
1 25.841 50.139 255.138
2 25.843 333.383 231.201
0 25.852 16.307 63.422
1 25.854 50.397 254.172
2 25.855 334.112 230.516
0 25.865 16.250 64.420
1 25.866 50.654 253.205
2 25.867 334.842 229.832
0 25.877 16.193 65.418
1 25.879 50.911 252.239
2 25.880 335.571 229.148
0 25.890 16.136 66.417
1 25.891 51.168 251.273
2 25.893 336.300 228.464
0 25.903 16.079 67.415
1 25.905 51.425 250.306
2 25.906 337.030 227.780
0 25.916 16.022 68.414
1 25.917 51.683 249.340
2 25.919 337.759 227.096
0 25.929 15.965 69.412
1 25.930 51.940 248.374
2 25.932 338.488 226.412
0 25.942 15.907 70.410
1 25.943 52.197 247.407
2 25.945 339.218 225.728
0 25.954 15.850 71.409
1 25.957 52.454 246.441
2 25.958 339.947 225.044
0 25.967 15.793 72.407
1 25.969 52.711 245.474
2 25.970 340.677 224.359
0 25.980 15.736 73.405
1 25.982 52.969 244.508
2 25.983 341.406 223.675
0 25.994 15.679 74.404
1 25.995 53.226 243.542
2 25.997 342.135 222.991
0 26.007 15.622 75.402
1 26.008 53.483 242.575
2 26.010 342.865 222.307
0 26.020 15.565 76.401
1 26.021 53.740 241.609
2 26.023 343.594 221.623
0 26.032 15.508 77.399
1 26.034 53.997 240.643
2 26.036 344.324 220.939
0 26.046 15.451 78.397
1 26.047 54.255 239.676
2 26.049 345.053 220.255
0 26.058 15.393 79.396
1 26.059 54.512 238.710
2 26.061 345.782 219.571
0 26.070 15.336 80.394
1 26.072 54.769 237.744
2 26.073 346.512 218.887
0 26.083 15.279 81.392
1 26.084 55.026 236.777
2 26.086 347.241 218.202
0 26.096 15.222 82.391
1 26.097 55.283 235.811
2 26.099 347.970 217.518
0 26.109 15.165 83.389
1 26.110 55.540 234.844
2 26.111 348.700 216.834
0 26.122 15.108 84.387
1 26.123 55.798 233.878
2 26.124 349.429 216.150
0 26.134 15.051 85.386
1 26.136 56.055 232.912
2 26.137 350.159 215.466
0 26.147 14.994 86.384
1 26.148 56.312 231.945
2 26.150 350.888 214.782
0 26.159 14.937 87.383
1 26.160 56.569 230.979
2 26.161 351.617 214.098
0 26.171 14.879 88.381
1 26.173 56.826 230.013
2 26.174 352.347 213.414
0 26.185 14.822 89.379
1 26.186 57.084 229.046
2 26.188 353.076 212.730
0 26.198 14.765 90.378
1 26.200 57.341 228.080
2 26.201 353.805 212.045
0 26.211 14.708 91.376
1 26.213 57.598 227.114
2 26.214 354.535 211.361
0 26.224 14.651 92.374
1 26.226 57.855 226.147
2 26.227 355.264 210.677
0 26.237 14.594 93.373
1 26.238 58.112 225.181
2 26.240 355.994 209.993
0 26.250 14.537 94.371
1 26.252 58.370 224.215
2 26.253 356.723 209.309
0 26.263 14.480 95.370
1 26.264 58.627 223.248
2 26.265 357.452 208.625
0 26.275 14.423 96.368
1 26.276 58.884 222.282
2 26.277 358.182 207.941
0 26.287 14.365 97.366
1 26.288 59.141 221.315
2 26.289 358.911 207.257
0 26.299 14.308 98.365
1 26.300 59.398 220.349
2 26.301 359.640 206.573
0 26.310 14.251 99.363
1 26.312 59.656 219.383
2 26.313 360.370 205.888
0 26.322 14.194 100.361
1 26.323 59.913 218.416
2 26.324 361.099 205.204
0 26.333 14.137 101.360
1 26.334 60.170 217.450
2 26.335 361.829 204.520
0 26.345 14.080 102.358
1 26.346 60.427 216.484
2 26.347 362.558 203.836
0 26.357 14.023 103.356
1 26.358 60.684 215.517
2 26.359 363.287 203.152
0 26.369 13.966 104.355
1 26.370 60.941 214.551
2 26.371 364.017 202.468
0 26.382 13.909 105.353
1 26.383 61.199 213.585
2 26.384 364.746 201.784
0 26.394 13.851 106.352
1 26.395 61.456 212.618
2 26.396 365.475 201.100
0 26.405 13.794 107.350
1 26.407 61.713 211.652
2 26.408 366.205 200.416
0 26.418 13.737 108.348
1 26.418 61.970 210.685
2 26.419 366.934 199.731
0 26.429 13.680 109.347
1 26.430 62.227 209.719
2 26.431 367.664 199.047
0 26.441 13.623 110.345
1 26.442 62.485 208.753
2 26.443 368.393 198.363
0 26.453 13.566 111.343
1 26.454 62.742 207.786
2 26.455 369.122 197.679
0 26.465 13.509 112.342
1 26.466 62.999 206.820
2 26.467 369.852 196.995
0 26.477 13.452 113.340
1 26.478 63.256 205.854
2 26.479 370.581 196.311
0 26.488 13.395 114.338
1 26.489 63.513 204.887
2 26.490 371.310 195.627
0 26.500 13.337 115.337
1 26.501 63.771 203.921
2 26.502 372.040 194.943
0 26.511 13.280 116.335
1 26.513 64.028 202.955
2 26.514 372.769 194.259
0 26.524 13.223 117.334
1 26.525 64.285 201.988
2 26.526 373.499 193.574
0 26.536 13.166 118.332
1 26.537 64.542 201.022
2 26.538 374.228 192.890
0 26.548 13.109 119.330
1 26.550 64.799 200.055
2 26.551 374.957 192.206
0 26.561 13.052 120.329
1 26.562 65.057 199.089
2 26.563 375.687 191.522
0 26.574 12.995 121.327
1 26.575 65.314 198.123
2 26.576 376.416 190.838
0 26.587 12.938 122.325
1 26.588 65.571 197.156
2 26.589 377.146 190.154
0 26.598 12.880 123.324
1 26.599 65.828 196.190
2 26.600 377.875 189.470
0 26.609 12.823 124.322
1 26.610 66.085 195.224
2 26.611 378.604 188.786
0 26.620 12.766 125.321
1 26.622 66.342 194.257
2 26.623 379.334 188.102
0 26.634 12.709 126.319
1 26.635 66.600 193.291
2 26.637 380.063 187.417
0 26.647 12.652 127.317
1 26.648 66.857 192.325
2 26.649 380.792 186.733
0 26.660 12.595 128.316
1 26.661 67.114 191.358
2 26.662 381.522 186.049
0 26.673 12.538 129.314
1 26.675 67.371 190.392
2 26.676 382.251 185.365
0 26.686 12.481 130.312
1 26.687 67.628 189.426
2 26.688 382.981 184.681
0 26.698 12.424 131.311
1 26.699 67.886 188.459
2 26.700 383.710 183.997
0 26.710 12.366 132.309
1 26.711 68.143 187.493
2 26.712 384.439 183.313
0 26.721 12.309 133.307
1 26.722 68.400 186.526
2 26.723 385.169 182.629
0 26.732 12.252 134.306
1 26.734 68.657 185.560
2 26.735 385.898 181.945
0 26.745 12.195 135.304
1 26.746 68.914 184.594
2 26.747 386.627 181.260
0 26.757 12.138 136.303
1 26.758 69.172 183.627
2 26.759 387.357 180.576
0 26.769 12.081 137.301
1 26.770 69.429 182.661
2 26.771 388.086 179.892
0 26.781 12.024 138.299
1 26.782 69.686 181.695
2 26.783 388.816 179.208
0 26.792 11.967 139.298
1 26.793 69.943 180.728
2 26.794 389.545 178.524
0 26.804 11.910 140.296
1 26.805 70.200 179.762
2 26.806 390.274 177.840
0 26.815 11.852 141.294
1 26.816 70.458 178.796
2 26.817 391.004 177.156
0 26.826 11.795 142.293
1 26.827 70.715 177.829
2 26.830 391.733 176.472
0 26.839 11.738 143.291
1 26.980 70.715 177.829
2 26.981 392.462 175.788
0 26.989 11.681 144.290
